orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10910,WILMK,1,02/26/98,03/26/98,03/04/98,3,38.11,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10911,GODOS,3,02/26/98,03/26/98,03/05/98,1,38.19,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10912,HUNGO,2,02/26/98,03/26/98,03/18/98,2,580.91,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10913,QUEEN,4,02/26/98,03/26/98,03/04/98,1,33.05,Queen Cozinha,Alameda dos Canŕrios 891,Sao Paulo,SP,05487-020,Brazil
10914,QUEEN,6,02/27/98,03/27/98,03/02/98,1,21.19,Queen Cozinha,Alameda dos Canŕrios 891,Sao Paulo,SP,05487-020,Brazil
10915,TORTU,2,02/27/98,03/27/98,03/02/98,2,3.51,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10916,RANCH,1,02/27/98,03/27/98,03/09/98,2,63.77,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10917,ROMEY,4,03/02/98,03/30/98,03/11/98,2,8.29,Romero y tomillo,Gran Vía 1,Madrid,NULL,28001,Spain
10918,BOTTM,3,03/02/98,03/30/98,03/11/98,3,48.83,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10919,LINOD,2,03/02/98,03/30/98,03/04/98,2,19.8,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10920,AROUT,4,03/03/98,03/31/98,03/09/98,2,29.61,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10921,VAFFE,1,03/03/98,04/14/98,03/09/98,1,176.48,Vaffeljernet,Smagsloget 45,Ĺrhus,NULL,8200,Denmark
10922,HANAR,5,03/03/98,03/31/98,03/05/98,3,62.74,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10923,LAMAI,7,03/03/98,04/14/98,03/13/98,3,68.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10924,BERGS,3,03/04/98,04/01/98,04/08/98,2,151.52,Berglunds snabbköp,Berguvsvägen  8,Luleĺ,NULL,S-958 22,Sweden
10925,HANAR,3,03/04/98,04/01/98,03/13/98,1,2.27,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10926,ANATR,4,03/04/98,04/01/98,03/11/98,3,39.92,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,NULL,05021,Mexico
10927,LACOR,4,03/05/98,04/02/98,04/08/98,1,19.79,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10928,GALED,1,03/05/98,04/02/98,03/18/98,1,1.36,Galería del gastronómo,Rambla de Cataluńa 23,Barcelona,NULL,8022,Spain
10929,FRANK,6,03/05/98,04/02/98,03/12/98,1,33.93,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10930,SUPRD,4,03/06/98,04/17/98,03/18/98,3,15.55,Supręmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10931,RICSU,4,03/06/98,03/20/98,03/19/98,2,13.6,Richter Supermarkt,Starenweg 5,Genčve,NULL,1204,Switzerland
10932,BONAP,8,03/06/98,04/03/98,03/24/98,1,134.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10933,ISLAT,6,03/06/98,04/03/98,03/16/98,3,54.15,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10934,LEHMS,3,03/09/98,04/06/98,03/12/98,3,32.01,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10935,WELLI,4,03/09/98,04/06/98,03/18/98,3,47.59,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10936,GREAL,3,03/09/98,04/06/98,03/18/98,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10937,CACTU,7,03/10/98,03/24/98,03/13/98,3,31.51,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10938,QUICK,3,03/10/98,04/07/98,03/16/98,2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10939,MAGAA,2,03/10/98,04/07/98,03/13/98,2,76.33,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10940,BONAP,8,03/11/98,04/08/98,03/23/98,3,19.77,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10941,SAVEA,7,03/11/98,04/08/98,03/20/98,2,400.81,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10942,REGGC,9,03/11/98,04/08/98,03/18/98,3,17.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10943,BSBEV,4,03/11/98,04/08/98,03/19/98,2,2.17,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10944,BOTTM,6,03/12/98,03/26/98,03/13/98,3,52.92,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10945,MORGK,4,03/12/98,04/09/98,03/18/98,1,10.22,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,04179,Germany
10946,VAFFE,1,03/12/98,04/09/98,03/19/98,2,27.2,Vaffeljernet,Smagsloget 45,Ĺrhus,NULL,8200,Denmark
10947,BSBEV,3,03/13/98,04/10/98,03/16/98,2,3.26,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10948,GODOS,3,03/13/98,04/10/98,03/19/98,3,23.39,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10949,BOTTM,2,03/13/98,04/10/98,03/17/98,3,74.44,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10950,MAGAA,1,03/16/98,04/13/98,03/23/98,2,2.5,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10951,RICSU,9,03/16/98,04/27/98,04/07/98,2,30.85,Richter Supermarkt,Starenweg 5,Genčve,NULL,1204,Switzerland
10952,ALFKI,1,03/16/98,04/27/98,03/24/98,1,40.42,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10953,AROUT,9,03/16/98,03/30/98,03/25/98,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10954,LINOD,5,03/17/98,04/28/98,03/20/98,1,27.91,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10955,FOLKO,8,03/17/98,04/14/98,03/20/98,2,3.26,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
10956,BLAUS,6,03/17/98,04/28/98,03/20/98,2,44.65,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10957,HILAA,8,03/18/98,04/15/98,03/27/98,3,105.36,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10958,OCEAN,7,03/18/98,04/15/98,03/27/98,2,49.56,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10959,GOURL,6,03/18/98,04/29/98,03/23/98,2,4.98,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10960,HILAA,3,03/19/98,04/02/98,04/08/98,1,2.08,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10961,QUEEN,8,03/19/98,04/16/98,03/30/98,1,104.47,Queen Cozinha,Alameda dos Canŕrios 891,Sao Paulo,SP,05487-020,Brazil
10962,QUICK,8,03/19/98,04/16/98,03/23/98,2,275.79,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10963,FURIB,9,03/19/98,04/16/98,03/26/98,3,2.7,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10964,SPECD,3,03/20/98,04/17/98,03/24/98,2,87.38,Spécialités du monde,25 rue Lauriston,Paris,NULL,75016,France
10965,OLDWO,6,03/20/98,04/17/98,03/30/98,3,144.38,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10966,CHOPS,4,03/20/98,04/17/98,04/08/98,1,27.19,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10967,TOMSP,2,03/23/98,04/20/98,04/02/98,2,62.22,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10968,ERNSH,1,03/23/98,04/20/98,04/01/98,3,74.6,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10969,COMMI,1,03/23/98,04/20/98,03/30/98,2,0.21,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10970,BOLID,9,03/24/98,04/07/98,04/24/98,1,16.16,Bólido Comidas preparadas,C/ Araquil 67,Madrid,NULL,28023,Spain
10971,FRANR,2,03/24/98,04/21/98,04/02/98,2,121.82,France restauration,54 rue Royale,Nantes,NULL,44000,France
10972,LACOR,4,03/24/98,04/21/98,03/26/98,2,0.02,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10973,LACOR,6,03/24/98,04/21/98,03/27/98,2,15.17,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10974,SPLIR,3,03/25/98,04/08/98,04/03/98,3,12.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10975,BOTTM,1,03/25/98,04/22/98,03/27/98,3,32.27,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10976,HILAA,1,03/25/98,05/06/98,04/03/98,1,37.97,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10977,FOLKO,8,03/26/98,04/23/98,04/10/98,3,208.5,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
10978,MAISD,9,03/26/98,04/23/98,04/23/98,2,32.82,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10979,ERNSH,8,03/26/98,04/23/98,03/31/98,2,353.07,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10980,FOLKO,4,03/27/98,05/08/98,04/17/98,1,1.26,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
10981,HANAR,1,03/27/98,04/24/98,04/02/98,2,193.37,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10982,BOTTM,2,03/27/98,04/24/98,04/08/98,1,14.01,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10983,SAVEA,2,03/27/98,04/24/98,04/06/98,2,657.54,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10984,SAVEA,1,03/30/98,04/27/98,04/03/98,3,211.22,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10985,HUNGO,2,03/30/98,04/27/98,04/02/98,1,91.51,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10986,OCEAN,8,03/30/98,04/27/98,04/21/98,2,217.86,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10987,EASTC,8,03/31/98,04/28/98,04/06/98,1,185.48,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10988,RATTC,3,03/31/98,04/28/98,04/10/98,2,61.14,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10989,QUEDE,2,03/31/98,04/28/98,04/02/98,1,34.76,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10990,ERNSH,2,04/01/98,05/13/98,04/07/98,3,117.61,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10991,QUICK,1,04/01/98,04/29/98,04/07/98,1,38.51,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10992,THEBI,1,04/01/98,04/29/98,04/03/98,3,4.27,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10993,FOLKO,7,04/01/98,04/29/98,04/10/98,3,8.81,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
10994,VAFFE,2,04/02/98,04/16/98,04/09/98,3,65.53,Vaffeljernet,Smagsloget 45,Ĺrhus,NULL,8200,Denmark
10995,PERIC,1,04/02/98,04/30/98,04/06/98,3,46,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10996,QUICK,4,04/02/98,04/30/98,04/10/98,2,1.12,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10997,LILAS,8,04/03/98,05/15/98,04/13/98,2,73.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10998,WOLZA,8,04/03/98,04/17/98,04/17/98,2,20.31,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,12-Jan,Poland
10999,OTTIK,6,04/03/98,05/01/98,04/10/98,2,96.35,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
11000,RATTC,2,04/06/98,05/04/98,04/14/98,3,55.12,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
11001,FOLKO,2,04/06/98,05/04/98,04/14/98,2,197.3,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
11002,SAVEA,4,04/06/98,05/04/98,04/16/98,1,141.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11003,THECR,3,04/06/98,05/04/98,04/08/98,3,14.91,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
11004,MAISD,3,04/07/98,05/05/98,04/20/98,1,44.84,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
11005,WILMK,2,04/07/98,05/05/98,04/10/98,1,0.75,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
11006,GREAL,3,04/07/98,05/05/98,04/15/98,2,25.19,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
11007,PRINI,8,04/08/98,05/06/98,04/13/98,2,202.24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
11008,ERNSH,7,04/08/98,05/06/98,NULL,3,79.46,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11009,GODOS,2,04/08/98,05/06/98,04/10/98,1,59.11,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
11010,REGGC,2,04/09/98,05/07/98,04/21/98,2,28.71,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
11011,ALFKI,3,04/09/98,05/07/98,04/13/98,1,1.21,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
11012,FRANK,1,04/09/98,04/23/98,04/17/98,3,242.95,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
11013,ROMEY,2,04/09/98,05/07/98,04/10/98,1,32.99,Romero y tomillo,Gran Vía 1,Madrid,NULL,28001,Spain
11014,LINOD,2,04/10/98,05/08/98,04/15/98,3,23.6,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11015,SANTG,2,04/10/98,04/24/98,04/20/98,2,4.62,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
11016,AROUT,9,04/10/98,05/08/98,04/13/98,2,33.8,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
11017,ERNSH,9,04/13/98,05/11/98,04/20/98,2,754.26,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11018,LONEP,4,04/13/98,05/11/98,04/16/98,2,11.65,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
11019,RANCH,6,04/13/98,05/11/98,NULL,3,3.17,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
11020,OTTIK,2,04/14/98,05/12/98,04/16/98,2,43.3,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
11021,QUICK,3,04/14/98,05/12/98,04/21/98,1,297.18,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
11022,HANAR,9,04/14/98,05/12/98,05/04/98,2,6.27,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
11023,BSBEV,1,04/14/98,04/28/98,04/24/98,2,123.83,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
11024,EASTC,4,04/15/98,05/13/98,04/20/98,1,74.36,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11025,WARTH,6,04/15/98,05/13/98,04/24/98,3,29.17,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
11026,FRANS,4,04/15/98,05/13/98,04/28/98,1,47.09,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
11027,BOTTM,1,04/16/98,05/14/98,04/20/98,1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11028,KOENE,2,04/16/98,05/14/98,04/22/98,1,29.59,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
11029,CHOPS,4,04/16/98,05/14/98,04/27/98,1,47.84,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
11030,SAVEA,7,04/17/98,05/15/98,04/27/98,2,830.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11031,SAVEA,6,04/17/98,05/15/98,04/24/98,2,227.22,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11032,WHITC,2,04/17/98,05/15/98,04/23/98,3,606.19,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
11033,RICSU,7,04/17/98,05/15/98,04/23/98,3,84.74,Richter Supermarkt,Starenweg 5,Genčve,NULL,1204,Switzerland
11034,OLDWO,8,04/20/98,06/01/98,04/27/98,1,40.32,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
11035,SUPRD,2,04/20/98,05/18/98,04/24/98,2,0.17,Supręmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
11036,DRACD,8,04/20/98,05/18/98,04/22/98,3,149.47,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
11037,GODOS,7,04/21/98,05/19/98,04/27/98,1,3.2,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
11038,SUPRD,1,04/21/98,05/19/98,04/30/98,2,29.59,Supręmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
11039,LINOD,1,04/21/98,05/19/98,NULL,2,65,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
11040,GREAL,4,04/22/98,05/20/98,NULL,3,18.84,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
11041,CHOPS,3,04/22/98,05/20/98,04/28/98,2,48.22,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
11042,COMMI,2,04/22/98,05/06/98,05/01/98,1,29.99,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
11043,SPECD,5,04/22/98,05/20/98,04/29/98,2,8.8,Spécialités du monde,25 rue Lauriston,Paris,NULL,75016,France
11044,WOLZA,4,04/23/98,05/21/98,05/01/98,1,8.72,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,12-Jan,Poland
11045,BOTTM,6,04/23/98,05/21/98,NULL,2,70.58,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11046,WANDK,8,04/23/98,05/21/98,04/24/98,2,71.64,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
11047,EASTC,7,04/24/98,05/22/98,05/01/98,3,46.62,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11048,BOTTM,7,04/24/98,05/22/98,04/30/98,3,24.12,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
11049,GOURL,3,04/24/98,05/22/98,05/04/98,1,8.34,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
11050,FOLKO,8,04/27/98,05/25/98,05/05/98,2,59.41,Folk och fä HB,Ĺkergatan 24,Bräcke,NULL,S-844 67,Sweden
11051,LAMAI,7,04/27/98,05/25/98,NULL,3,2.79,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
11052,HANAR,3,04/27/98,05/25/98,05/01/98,1,67.26,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
11053,PICCO,2,04/27/98,05/25/98,04/29/98,2,53.05,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
11054,CACTU,8,04/28/98,05/26/98,NULL,1,0.33,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
11055,HILAA,7,04/28/98,05/26/98,05/05/98,2,120.92,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
11056,EASTC,8,04/28/98,05/12/98,05/01/98,2,278.96,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11057,NORTS,3,04/29/98,05/27/98,05/01/98,3,4.13,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
11058,BLAUS,9,04/29/98,05/27/98,NULL,3,31.14,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
11059,RICAR,2,04/29/98,06/10/98,NULL,2,85.8,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
11060,FRANS,2,04/30/98,05/28/98,05/04/98,2,10.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
11061,GREAL,4,04/30/98,06/11/98,NULL,3,14.01,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
11062,REGGC,4,04/30/98,05/28/98,NULL,2,29.93,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
11063,HUNGO,3,04/30/98,05/28/98,05/06/98,2,81.73,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
11064,SAVEA,1,05/01/98,05/29/98,05/04/98,1,30.09,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11065,LILAS,8,05/01/98,05/29/98,NULL,1,12.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
11066,WHITC,7,05/01/98,05/29/98,05/04/98,2,44.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
11067,DRACD,1,05/04/98,05/18/98,05/06/98,2,7.98,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
11068,QUEEN,8,05/04/98,06/01/98,NULL,2,81.75,Queen Cozinha,Alameda dos Canŕrios 891,Sao Paulo,SP,05487-020,Brazil
11069,TORTU,1,05/04/98,06/01/98,05/06/98,2,15.67,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
11070,LEHMS,2,05/05/98,06/02/98,NULL,1,136,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
11071,LILAS,1,05/05/98,06/02/98,NULL,1,0.93,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
11072,ERNSH,4,05/05/98,06/02/98,NULL,2,258.64,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11073,PERIC,2,05/05/98,06/02/98,NULL,2,24.95,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
11074,SIMOB,7,05/06/98,06/03/98,NULL,2,18.44,Simons bistro,Vinbćltet 34,Kobenhavn,NULL,1734,Denmark
11075,RICSU,8,05/06/98,06/03/98,NULL,2,6.19,Richter Supermarkt,Starenweg 5,Genčve,NULL,1204,Switzerland
11076,BONAP,4,05/06/98,06/03/98,NULL,2,38.28,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
11077,RATTC,1,05/06/98,06/03/98,NULL,2,8.53,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
